"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1844321118460706872","Thu Oct 10 10:32:20 +0000 2024","0","@Jian_xiu08 belum ak mandinya malem pulang kerja","1844325083860578782","","Jian_xiu08","in","","0","0","0","https://x.com/reyaaaeongieee/status/1844325083860578782","887955626319638529","reyaaaeongieee"
"1844324844860735910","Thu Oct 10 10:31:23 +0000 2024","1","Tiap pulang kerja tu kucing anggora slalu ada di samping jalan raya tepat d bwh gerobak mang cuankie kasiann mo diangkut tkutnya ada yg punya. Pas coba digendong ringan bgt kek bulu doang kucing siapasii itu kek ga dikasih makanga keurus","1844324844860735910","","","in","kwangya","0","0","0","https://x.com/your_sun06/status/1844324844860735910","1582334416671514624","your_sun06"
"1844314012538057021","Thu Oct 10 10:31:17 +0000 2024","0","@jeoniusbin Anying pulang kerja capek² buka Twitter langsung dapet kabar gini","1844324818910638279","","jeoniusbin","in","","0","0","0","https://x.com/j__hy17/status/1844324818910638279","1707053856503615488","j__hy17"
"1844323877427831153","Thu Oct 10 10:30:18 +0000 2024","0","-c- siapa ini yang pindahin? Nanti mama jadi nggak bekerja nih~~ Terus salah satu anakku yang senior di tim bilang aku yang pindahin ma. Biar mama makan dulu baru kerja lagi. Mejanya jangan ditumpuk berkas terus ayo mama makan dulu. Terus pas mau pulang juga ","1844324570502922512","","marieaimeecel","in","http://t.me/booyahouse 🌻🧸","0","1","0","https://x.com/marieaimeecel/status/1844324570502922512","1735457180630007808","marieaimeecel"
"1844324368027181275","Thu Oct 10 10:29:29 +0000 2024","0","Capek pulang kerja be like: https://t.co/jCkYMuiOq8","1844324368027181275","https://pbs.twimg.com/media/GZhbO_pbIAAiCVs.jpg","","in","","0","2","0","https://x.com/MINGYUntd/status/1844324368027181275","2923086810","MINGYUntd"
"1844324262620155983","Thu Oct 10 10:29:04 +0000 2024","2","Pulang kerja kalo gak pedes gak well https://t.co/cIqpTKrNnW","1844324262620155983","https://pbs.twimg.com/media/GZhbI0paAAA29LQ.jpg","","in","Kota Yogyakarta, Yogyakarta","0","2","0","https://x.com/shandyliaaaa/status/1844324262620155983","1588750931335983104","shandyliaaaa"
"1844321118460706872","Thu Oct 10 10:27:38 +0000 2024","0","@markleesign aku mandi malem pulang kerja hehe","1844323900651651565","","markleesign","in","","0","1","0","https://x.com/reyaaaeongieee/status/1844323900651651565","887955626319638529","reyaaaeongieee"
"1844313009256267968","Thu Oct 10 10:26:58 +0000 2024","0","@Lenzerhorn shift ga tuh biasanya kan pagi sampe sore ada yang sama sama kerja/kuliah gitu jadi ga sempet tapi pas pulang bisa ngobrol banyak dan sharing gimana harinya terus nanya ada masalah atau engga selanjutnya sayang sayangan gitu deh...","1844323731474350559","","Lenzerhorn","in","Keithara P.","0","0","0","https://x.com/dearscape/status/1844323731474350559","3285308306","dearscape"
"1844323719357006324","Thu Oct 10 10:26:55 +0000 2024","0","Pulang kerja dan masih bisa lihat sunset tuh adalah sebuah kebahagiaan ","1844323719357006324","","","in","","0","0","0","https://x.com/yunscherrybae/status/1844323719357006324","1372212438356029440","yunscherrybae"
"1844323513483878896","Thu Oct 10 10:26:06 +0000 2024","0","ajudanlik kapan pulang kerja ","1844323513483878896","","","in","","0","1","0","https://x.com/hqeather/status/1844323513483878896","902204907549114368","hqeather"
